Cand_Name,Cand_Party_Affiliation,Cand_Incumbent_Challenger_Open_Seat,Total_Receipt,Total_Disbursement,Cash_On_Hand_COP,Debt_Owed_By_Committee,Coverage_End_Date,Cand_Street_1,Cand_Street_2,Cand_City,Cand_State,Cand_Zip,Individual_Itemized_Contribution,Individual_Unitemized_Contribution,Individual_Contribution,Other_Committee_Contribution,Party_Committee_Contribution,Cand_Contribution,Total_Contribution,Transfer_From_Other_Auth_Committee,Cand_Loan,Other_Loan,Total_Loan,Offsets_To_Operating_Expenditure,Offsets_To_Fundraising,Offsets_To_Leagal_Accounting,Other_Receipts,Operating_Expenditure,Exempt_Legal_Accounting_Disbursement,Fundraising_Disbursement,Transfer_To_Other_Auth_Committee,Cand_Loan_Repayment,Other_Loan_Repayment,Total_Loan_Repayment,Individual_Refund,Party_Committee_Refund,Other_Committee_Refund,Total_Contribution_Refund,Other_Disbursements,Net_Contribution,Net_Operating_Expenditure,Cash_On_Hand_BOP,Debt_Owe_To_Committee,Coverage_Start_Date
"JR, RUFINO MR",REP,CHALLENGER,67200.0,13147.2,6000.0,6000.0,04/15/2024,P O BOX 781612,"(12011 HUEBNER, STE 204)",SAN ANTONIO,TX,78278,0.0,200.0,200.0,0.0,0.0,0.0,200.0,0.0,67000.0,0.0,67000.0,0.0,0.0,0.0,0.0,6746.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6400.6,200.0,6746.6,799.4,0.0,10/01/2023
"PUGLIESE, ROSE",REP,OPEN,9020.65,9020.65,0.0,0.0,01/16/2024,9235 N UNION BLVD,SUITE 150-128,COLORADO SPRINGS,CO,80920,9000.65,20.0,9020.65,0.0,0.0,0.0,9020.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.65,0,0.0,0.0,0.0,0.0,0.0,8270.0,0.0,0.0,8270.0,0.0,750.65,750.65,0.0,0.0,01/01/2024
"KLACIK, KIMBERLY",REP,OPEN,162375.16,316145.15,18559.69,237541.71,10/16/2024,P.O. BOX 15361,200 WILSON POINT RD.,MIDDLE RIVER,MD,21220,44978.32,110541.79,155520.11,2640.0,0.0,800.0,158960.11,0.0,0.0,0.0,0.0,3415.05,0.0,0.0,0.0,316145.15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158960.11,312730.1,172329.68,0.0,01/01/2023
"CLARK, KATHERINE",DEM,INCUMBENT,4742463.25,4401255.83,1448357.29,0.0,10/16/2024,600 PENNSYLVANIA AVE SE,#15180,WASHINGTON,DC,20003,1704573.19,146771.67,1851344.86,2168968.53,0.0,0.0,4020313.39,582500.0,0.0,0.0,0.0,99511.01,0.0,0.0,40138.85,2101900.97,0,0.0,0.0,0.0,0.0,0.0,6747.52,0.0,2500.0,9247.52,2290107.34,4011065.87,2002389.96,1107149.87,0.0,01/01/2023
"BROWN, DAVID MR.",DEM,CHALLENGER,0.0,0.0,0.0,0.0,09/18/2023,15233 VENTURA BLVD.,SUITE 620,SHERMAN OAKS,CA,91403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01/01/2023
"HOYER, STENY",DEM,INCUMBENT,1727698.25,1677409.57,777185.48,0.0,10/16/2024,4201 NORTHVIEW DRIVE,SUITE 220,BOWIE,MD,20716,431398.0,30212.6,461610.6,1013500.0,0.0,0.0,1475110.6,214540.64,0.0,0.0,0.0,38044.23,0.0,0.0,2.78,1313943.86,0,0.0,1989.29,0.0,0.0,0.0,9395.0,0.0,2500.0,11895.0,349581.42,1463215.6,1275899.63,726896.8,0.0,01/01/2023
"AGUILAR, YLENIA",DEM,OPEN,63933.07,63933.07,0.0,0.0,09/30/2023,24 W CAMELBACK RD,STE A-607,PHOENIX,AZ,85013,47260.0,16673.07,63933.07,0.0,0.0,0.0,63933.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63933.07,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63933.07,63933.07,0.0,0.0,04/01/2023
"REHBERG, DENNIS R",REP,OPEN,631425.21,631425.21,0.0,0.0,09/30/2024,115 N BROADWAY,STE 410,BILLINGS,MT,59101,134691.53,8178.24,142869.77,27500.0,0.0,0.0,170369.77,1055.44,460000.0,0.0,460000.0,0.0,0.0,0.0,0.0,321254.51,0,0.0,0.0,300000.0,0.0,300000.0,10170.7,0.0,0.0,10170.7,0.0,160199.07,321254.51,0.0,0.0,01/01/2024
"EHASZ, ASHLEY",DEM,CHALLENGER,3644125.65,3222716.15,427557.06,0.0,10/16/2024,1800 BYBERRY ROAD,#1336,BENSALEM,PA,19020,2873605.07,489499.03,3363104.1,248996.8,5964.44,0.0,3618065.34,24000.0,0.0,0.0,0.0,2060.31,0.0,0.0,0.0,2986806.01,0,0.0,0.0,0.0,0.0,0.0,32620.88,0.0,1333.73,33954.61,201955.53,3584110.73,2984745.7,6147.56,0.0,01/01/2023
"WOOTEN, DUANE M MD",DEM,OPEN,57220.69,52242.97,4977.72,0.0,09/30/2024,515 W. BUCKEYE RD,SUITE 306,PHOENIX,AZ,85003,33800.0,8304.88,42104.88,0.0,0.0,9400.0,51504.88,0.0,5000.0,0.0,5000.0,715.81,0.0,0.0,0.0,33981.6,0,0.0,0.0,5000.0,0.0,5000.0,0.0,0.0,0.0,0.0,13261.37,51504.88,33265.79,0.0,0.0,07/01/2023
"BUSBY, BRADY",IND,CHALLENGER,2877.0,2566.58,310.42,0.0,10/16/2024,406 N SEELEY RD,PO BOX 373,YOUNG,AZ,85554,250.0,520.0,770.0,0.0,0.0,2107.0,2877.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2566.58,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2877.0,2566.58,0.0,0.0,07/10/2023
"FELDMAN, STEVEN",LIB,OPEN,157278.64,142442.56,14836.08,0.0,10/16/2024,1959 N PEACE HAVEN ROAD,PMB 327,WINSTON-SALEM,NC,27106,8255.0,1440.5,9695.5,0.0,0.0,147583.14,157278.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142442.56,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157278.64,142442.56,0.0,0.0,10/01/2023
"REAGAN, CHRISTIAN",REP,CHALLENGER,35530.06,35523.09,6.97,14684.22,10/16/2024,PO BOX 926,50 CHURCH STREET,HAYESVILLE,NC,28904,14050.25,3883.9,17934.15,0.0,0.0,2911.69,20845.84,0.0,14684.22,0.0,14684.22,0.0,0.0,0.0,0.0,35523.09,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20845.84,35523.09,0.0,0.0,04/01/2023
"LYTHCOTT-HAIMS, JULIE",DEM,OPEN,721756.37,721756.37,0.0,0.0,06/27/2024,3790 EL CAMINO REAL,#2022,PALO ALTO,CA,94306,618929.11,71827.26,690756.37,21000.0,0.0,0.0,711756.37,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,631954.37,0,0.0,0.0,0.0,0.0,0.0,83802.0,0.0,0.0,83802.0,6000.0,627954.37,621954.37,0.0,0.0,12/07/2023
"PERRY, SCOTT",REP,INCUMBENT,3862883.8,3497597.39,538404.9,68562.31,10/16/2024,4075 LINGLESTOWN ROAD,PMB 119,HARRISBURG,PA,17112,2053472.63,1091618.13,3145090.76,413250.0,0.0,0.0,3558340.76,299604.82,0.0,0.0,0.0,25.0,0.0,0.0,4913.22,3439143.53,0,0.0,1000.0,0.0,0.0,0.0,35053.86,0.0,2000.0,37053.86,20400.0,3521286.9,3439118.53,173118.49,0.0,01/01/2023
"MOORE, KELLIE ANN MS",DEM,OPEN,2623.5,1361.25,1262.25,1001.25,06/30/2023,406 S. 2ND AVE,APT E,PRINCETON,IN,47670,2500.0,0.0,2500.0,0.0,0.0,123.5,2623.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.25,2790.46,360.0,0.0,0.0,05/16/2023
"GREENE, MARJORIE TAYLOR",REP,INCUMBENT,8072477.95,9040751.37,989920.96,250000.0,10/16/2024,3 CENTRAL PLAZA,NO. 142,ROME,GA,30161,2772054.44,5177400.69,7949455.13,33500.0,0.0,0.0,7982955.13,79142.06,0.0,0.0,0.0,10380.76,0.0,0.0,0.0,8265056.67,0,0.0,8000.0,600000.0,100000.0,700000.0,67694.7,0.0,0.0,67694.7,0.0,7915260.43,8254675.91,1958194.38,0.0,01/01/2023
"BURLISON, ERIC",REP,INCUMBENT,782756.14,385454.18,578897.24,0.0,10/16/2024,2135 E. INDEPENDENCE AVE,#1007,SPRINGFIELD,MO,65804,275569.45,59679.86,335249.31,399652.72,0.0,0.0,734902.03,47854.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310954.18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74500.0,734902.03,310954.18,181595.28,0.0,01/01/2023
"HINES, ROBERT NICHOLAS",REP,OPEN,1391730.8,1392760.63,3364.49,2311555.43,10/16/2024,355 FAITH ROAD,NO. 1086,SALISBURY,NC,28146,341072.33,167220.96,508293.29,0.0,0.0,2700.0,510993.29,1135.11,862500.0,0.0,862500.0,17102.4,0.0,0.0,0.0,1348938.16,0,0.0,0.0,0.0,0.0,0.0,43822.47,0.0,0.0,43822.47,0.0,467170.82,1331835.76,4394.32,0.0,01/01/2023
"LOFGREN, ZOE",DEM,INCUMBENT,2218349.99,2290846.03,338873.79,4607.11,10/16/2024,"C/O CONTRIBUTION SOLUTIONS, LLC",1346 THE ALAMEDA #7-380,SAN JOSE,CA,95126,1173532.4,214277.47,1387809.87,654299.01,31.3,0.0,2042140.18,165998.9,0.0,0.0,0.0,8146.79,0.0,0.0,2064.12,1806687.58,0,0.0,10870.0,0.0,0.0,0.0,38045.5,0.0,0.0,38045.5,435242.95,2004094.68,1798540.79,411369.83,0.0,01/01/2023
"LICCARDO, SAM T.",DEM,OPEN,5659200.99,4739565.09,919635.9,0.0,10/16/2024,1750 MERIDIAN AVE,#3925,SAN JOSE,CA,95125,5365091.67,72315.51,5437407.18,134350.0,0.0,0.0,5571757.18,0.0,0.0,0.0,0.0,9332.59,0.0,0.0,78111.22,4607575.09,0,0.0,0.0,0.0,0.0,0.0,56910.0,0.0,0.0,56910.0,75080.0,5514847.18,4598242.5,0.0,0.0,11/30/2023
"ALLEN, JACK BURKS MR JR",DEM,CHALLENGER,181975.34,179687.52,2287.82,0.0,10/16/2024,100 MARKET STREET,UNIT 404,CHATTANOOGA,TN,37402,120152.58,34065.73,154218.31,5000.0,100.73,22476.3,181795.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,179687.52,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181795.34,179687.52,0.0,0.0,10/01/2023
"TUPA, RONALD",OTH,CHALLENGER,36157.44,32469.35,3688.09,839.28,10/16/2024,3710 CANFIELD STREET,#A,BOULDER,CO,80301,13387.44,9770.0,23157.44,0.0,0.0,0.0,23157.44,0.0,13000.0,0.0,13000.0,0.0,0.0,0.0,0.0,19469.35,0,0.0,0.0,13000.0,0.0,13000.0,0.0,0.0,0.0,0.0,0.0,23157.44,19469.35,0.0,80.7,07/01/2023
"GOLDSTEIN, MICHAEL",REP,CHALLENGER,148039.22,28823.96,119215.26,76565.27,10/16/2024,C/O RED CURVE SOLUTIONS,138 CONANT STREET SUITE 401,BEVERLY,MA,1915,60353.33,8685.89,69039.22,4000.0,0.0,0.0,73039.22,0.0,75000.0,0.0,75000.0,0.0,0.0,0.0,0.0,28823.96,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73039.22,28823.96,0.0,0.0,10/01/2023
"TALKINGTON, MICHELLE",REP,CHALLENGER,18792.15,16744.19,2047.96,4292.78,10/16/2024,555 METRO PLACE NORTH,SUITE 525,DUBLIN,OH,43017,6442.16,3144.5,9586.66,3712.71,0.0,0.0,13299.37,0.0,4292.78,0.0,4292.78,0.0,0.0,0.0,1200.0,16744.19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13299.37,16744.19,0.0,0.0,07/01/2023
"HAMLEN, WILLIAM P",REP,OPEN,849004.46,842737.34,6267.12,700000.0,09/30/2024,76 FORT EDDY RD,STE 1,CONCORD,NH,3301,6852.54,1134.02,7986.56,0.0,0.0,0.0,7986.56,132215.9,700000.0,0.0,700000.0,8802.0,0.0,0.0,0.0,817034.97,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25702.37,25702.37,0.0,-17715.81,808232.97,0.0,0.0,04/01/2024
"BALEKIAN, ALEX ARTO",REP,OPEN,414870.85,319643.58,95227.27,38434.12,09/30/2024,1146 N CENTRAL AVE,#335,GLENDALE,CA,91202,364120.99,17565.89,381686.88,2749.0,0.0,5.52,384441.4,0.0,30100.0,0.0,30100.0,0.0,0.0,0.0,329.45,318954.53,0,0.0,0.0,0.0,0.0,0.0,689.05,0.0,0.0,689.05,0.0,383752.35,318954.53,0.0,0.0,04/01/2023
"WHITLEY, DAVID VANN MR",LIB,OPEN,9900.0,9900.0,0.0,0.0,10/21/2024,15811 ROAD Z,PO BOX 337,YELLOW JACKET,CO,81335,9900.0,0.0,9900.0,0.0,0.0,0.0,9900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9900.0,9900.0,0.0,0.0,0.0,01/01/2024
"QUIGLEY, MIKE",DEM,INCUMBENT,1040411.39,1034727.2,1191144.53,0.0,10/16/2024,1025 W. ADDISON STREET,APT 515,CHICAGO,IL,60613,335750.56,13169.96,348920.52,678487.5,0.0,0.0,1027408.02,0.0,0.0,0.0,0.0,13003.37,0.0,0.0,0.0,668177.2,0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,250.0,366300.0,1027158.02,655173.83,1185460.34,0.0,01/01/2023
"HOUGH, BRUCE",REP,OPEN,708511.17,708511.17,0.0,360346.18,01/31/2024,420 EAST SOUTH TEMPLE,STE 390,SALT LAKE CITY,UT,84111,311750.0,2814.99,314564.99,3500.0,0.0,100.0,318164.99,0.0,390346.18,0.0,390346.18,0.0,0.0,0.0,0.0,652111.17,0,0.0,0.0,30000.0,0.0,30000.0,26400.0,0.0,0.0,26400.0,0.0,291764.99,652111.17,0.0,0.0,04/01/2023
"MACE, NANCY",REP,INCUMBENT,2889260.72,2476305.28,623916.26,100.0,10/16/2024,295 SEVEN FARMS DRIVE,SUITE C-186,CHARLESTON,SC,29492,648439.3,369081.61,1017520.91,543500.0,0.0,0.0,1561020.91,1325846.34,0.0,0.0,0.0,180.0,0.0,0.0,2213.47,2457370.28,0,0.0,0.0,0.0,0.0,0.0,13485.0,0.0,5200.0,18685.0,250.0,1542335.91,2457190.28,210960.82,0.0,01/01/2023
"BINDA, JOSHUA",DEM,CHALLENGER,4634.88,3234.0,1900.88,0.0,06/30/2024,9900 12TH AVE W,APT P207,EVERETT,WA,98204,2000.0,2634.88,4634.88,0.0,0.0,0.0,4634.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3234.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4634.88,3234.0,500.0,0.0,04/01/2024
"BEN-AVI, TYRRELL",DEM,CHALLENGER,0.0,0.0,0.0,0.0,06/30/2023,2041 ADAM CLAYTON POWELL JR BLVD,1B,NEW YORK,NY,10027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01/01/2023
"HEWITT, PATTI",DEM,CHALLENGER,56910.28,56344.54,1115.5,7500.0,10/16/2024,4815 BELFAST RIVER RD,P.O. BOX 2712,RICHMOND HILL,GA,31324,39546.76,9863.52,49410.28,0.0,0.0,0.0,49410.28,0.0,7500.0,0.0,7500.0,0.0,0.0,0.0,0.0,56344.54,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49410.28,56344.54,0.0,0.0,07/01/2023
"PERELMAN, JENNIFER PILCHICK",DEM,CHALLENGER,467506.67,467506.67,0.0,0.0,12/31/2024,1856 N NOB HILL RD,SUITE 413,PLANTATION,FL,33322,453259.14,11682.77,464941.91,2500.0,0.0,0.0,467441.91,0.0,0.0,0.0,0.0,24.76,0.0,0.0,40.0,466824.56,0,0.0,0.0,0.0,0.0,0.0,682.11,0.0,0.0,682.11,0.0,466759.8,466799.8,0.0,0.0,01/01/2024
"CASH, TAMBREI",DEM,CHALLENGER,60161.16,55824.54,3687.06,1000.0,10/16/2024,4132 ATLANTA HWY,STE 110-224,LOGANVILLE,GA,30052,18297.0,41864.16,60161.16,0.0,0.0,0.0,60161.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54524.54,0,0.0,0.0,0.0,0.0,0.0,1300.0,0.0,0.0,1300.0,0.0,58861.16,54524.54,0.0,0.0,06/19/2023
"RECILE, RUDY",REP,CHALLENGER,20897.01,19552.86,1838.44,31716.66,10/16/2024,607 ELMIRA ROAD,SUITE 288,VACAVILLE,CA,95687,11865.01,4818.0,16683.01,0.0,0.0,0.0,16683.01,0.0,4214.0,0.0,4214.0,0.0,0.0,0.0,0.0,18482.86,0,0.0,0.0,1000.0,0.0,1000.0,70.0,0.0,0.0,70.0,0.0,16613.01,18482.86,494.29,0.0,01/01/2023
"NICKEL, WILEY",DEM,INCUMBENT,2358669.88,1657108.64,738560.41,926858.01,10/16/2024,514 DANIELS ST,#286,RALEIGH,NC,27605,768922.7,85005.67,853928.37,728073.34,1554.43,3018.2,1586574.34,0.0,765000.0,0.0,765000.0,7095.53,0.0,0.0,0.01,722574.61,0,0.0,0.0,792091.99,0.0,792091.99,27304.98,0.0,49000.0,76304.98,66137.06,1510269.36,715479.08,36999.17,0.0,01/01/2023
"HUDSON, PAUL",REP,CHALLENGER,924435.65,871591.47,52844.18,250000.0,10/16/2024,2153 WEALTHY ST SE,BOX 107,GRAND RAPIDS,MI,49506,582886.24,11723.45,594609.69,52500.0,0.0,98.2,647207.89,26000.0,250000.0,0.0,250000.0,1227.76,0.0,0.0,0.0,871373.29,0,0.0,0.0,0.0,0.0,0.0,218.18,0.0,0.0,218.18,0.0,646989.71,870145.53,0.0,0.0,07/01/2023
"MOOLENAAR, JOHN MR.",REP,INCUMBENT,2084027.53,1225072.04,1365126.3,16936.82,10/16/2024,10201 EAST CROSSROADS CIRCLE SE,#24,CALEDONIA,MI,49316,1083369.75,45842.47,1129212.22,844174.76,0.0,0.0,1973386.98,77215.0,0.0,0.0,0.0,5632.8,0.0,0.0,27792.75,1150589.96,0,0.0,0.0,0.0,0.0,0.0,5827.7,0.0,0.0,5827.7,68654.38,1967559.28,1144957.16,506170.81,0.0,01/01/2023
"FIGURES, SHOMARI C.",DEM,CHALLENGER,2174650.62,1729566.34,445084.28,107343.01,10/16/2024,PO BOX 40910,907 SPRING HILL AVENUE,MOBILE,AL,36604,1306431.24,283518.0,1589949.24,514164.76,717.92,3485.0,2108316.92,40833.67,25000.0,0.0,25000.0,500.03,0.0,0.0,0.0,1710291.2,0,0.0,0.0,0.0,0.0,0.0,12625.14,0.0,4300.0,16925.14,2350.0,2091391.78,1709791.17,0.0,0.0,10/01/2023
"MELENDEZ, JOSE E",REP,CHALLENGER,33430.0,25676.67,7753.33,0.0,09/30/2024,URB COLINAS DE PARKVILLE,A1 CALLE ARANA,GUAYNABO,PR,969,33400.0,30.0,33430.0,0.0,0.0,0.0,33430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17849.86,0,0.0,0.0,0.0,0.0,0.0,6600.0,0.0,0.0,6600.0,1226.81,26830.0,17849.86,0.0,0.0,10/01/2023
"MERCURI, ROBERT W",REP,CHALLENGER,1681624.85,1352465.27,329159.58,0.0,10/16/2024,3000 VILLAGE RUN RD,STE 103-300,WEXFORD,PA,15090,679395.98,138089.05,817485.03,467473.0,5000.0,0.0,1289958.03,391653.49,0.0,0.0,0.0,13.33,0.0,0.0,0.0,1347365.27,0,0.0,0.0,0.0,0.0,0.0,2500.0,0.0,2500.0,5000.0,100.0,1284958.03,1347351.94,0.0,0.0,07/01/2023
"VILLAFANE RAMOS, WILLIAM ELY",NPP,CHALLENGER,617059.51,496841.46,120218.05,18467.03,10/16/2024,URB AVENTURA,BOX 7,BAYAMON,PR,956,579533.51,30526.0,610059.51,7000.0,0.0,0.0,617059.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496841.46,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617059.51,496841.46,0.0,0.0,10/01/2023
"HUNT, WESLEY",REP,INCUMBENT,2451576.29,1555483.67,2670926.16,0.0,10/16/2024,1707 1/2 POST OAK BLVD.,#525,HOUSTON,TX,77056,541747.97,522282.19,1064030.16,398800.0,0.0,0.0,1462830.16,973152.89,0.0,0.0,0.0,11140.18,0.0,0.0,4453.06,1511814.5,0,0.0,542.17,0.0,0.0,0.0,5000.0,0.0,1000.0,6000.0,37127.0,1456830.16,1500674.32,1774833.54,0.0,01/01/2023
"NEHLS, TROY",REP,INCUMBENT,812609.81,824383.87,380358.74,126.73,10/16/2024,15500 VOSS ROAD,SUITE 518,SUGAR LAND,TX,77498,304179.33,54880.03,359059.36,417771.47,0.0,0.0,776830.83,14350.02,0.0,0.0,0.0,20835.75,0.0,0.0,593.21,688543.64,0,0.0,2000.0,0.0,0.0,0.0,22857.73,0.0,2000.0,24857.73,108982.5,751973.1,667707.89,392132.8,0.0,01/01/2023
"BAILEY, ANDREA OLIVIA",DEM,OPEN,372867.28,372867.28,0.0,0.0,07/23/2024,4222 FORTUNA CENTER PLAZA,SUITE 252,DUMFRIES,VA,22025,244117.27,32050.01,276167.28,13200.0,0.0,16000.0,305367.28,0.0,67500.0,0.0,67500.0,0.0,0.0,0.0,0.0,335241.82,0,0.0,0.0,24025.46,0.0,24025.46,13600.0,0.0,0.0,13600.0,0.0,291767.28,335241.82,0.0,0.0,01/01/2024
"O'SHEA, JOHN",REP,OPEN,348614.4,339260.74,9353.66,119886.91,09/30/2024,1200 W. MAGNOLIA,SUITE 210,FORT WORTH,TX,76104,161426.38,39443.02,200869.4,7500.0,0.0,140000.0,348369.4,0.0,0.0,0.0,0.0,245.0,0.0,0.0,0.0,339260.74,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348369.4,339015.74,0.0,0.0,04/01/2023
"WILLIAMSON, W JOHN",DEM,CHALLENGER,270.0,1051.37,0.0,0.0,08/23/2023,2929 N 70TH ST,APT 2044,SCOTTSDALE,AZ,85251,0.0,200.0,200.0,0.0,0.0,70.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1051.37,0.0,0.0,1051.37,0.0,-781.37,0.0,860.27,0.0,01/01/2023
"LARSEN, FLEMMING",REP,CHALLENGER,1898535.92,1903158.01,-4622.09,191000.0,09/30/2024,2722 GREEN VALLEY PKWY,#50349,HENDERSON,NV,89016,273267.0,10882.08,284149.08,5115.39,0.0,1872.99,291137.46,26914.43,1550000.0,0.0,1550000.0,30000.0,0.0,0.0,484.03,475265.16,0,0.0,12265.85,1359000.0,0.0,1359000.0,54077.0,0.0,1700.0,55777.0,850.0,235360.46,445265.16,0.0,0.0,01/01/2023
"WOODWARD, RHONDA",REP,CHALLENGER,20354.19,20354.19,0.0,0.0,09/30/2024,7940 FRONT BEACH RD,NUM 1215,PANAMA CITY BEACH,FL,32407,8350.0,1036.69,9386.69,0.0,0.0,0.0,9386.69,0.0,10967.5,0.0,10967.5,0.0,0.0,0.0,0.0,19990.33,0,0.0,0.0,200.0,163.86,363.86,0.0,0.0,0.0,0.0,0.0,9386.69,19990.33,0.0,0.0,04/08/2024
"WEBER, RANDY",REP,INCUMBENT,1134535.7,918429.34,658002.04,88000.0,10/16/2024,133 N. FRIENDSWOOD DR,#353,FRIENDSWOOD,TX,77546,621431.8,15193.2,636625.0,455251.0,0.0,0.0,1091876.0,25668.39,0.0,0.0,0.0,16832.57,0.0,0.0,158.74,507375.46,0,0.0,500.0,36000.0,0.0,36000.0,10481.78,0.0,2000.0,12481.78,362072.1,1079394.22,490542.89,441895.68,0.0,01/01/2023
"FLORA, DEBORAH",REP,OPEN,450657.31,450657.31,0.0,0.0,08/06/2024,17011 LINCOLN AVE,#401,PARKER,CO,80134,412039.54,23517.43,435556.97,15100.0,0.0,0.0,450656.97,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,378521.14,0,0.0,0.0,0.0,0.0,0.0,66536.17,0.0,5000.0,71536.17,600.0,379120.8,378520.8,0.0,0.0,10/01/2023
"CUELLAR, HENRY R.",DEM,INCUMBENT,2382082.73,2159251.76,267656.31,0.0,10/16/2024,1519 WASHINGTON STREET,SUITE 200,LAREDO,TX,78040,1173402.88,16775.05,1190177.93,1144408.53,0.0,16500.0,2351086.46,0.0,0.0,0.0,0.0,30290.19,0.0,0.0,706.08,1960976.04,0,0.0,0.0,0.0,0.0,0.0,22700.0,0.0,1500.0,24200.0,174075.72,2326886.46,1930685.85,44825.34,0.0,01/01/2023
"SADWICK, GREGG ANTHONY MR",REP,CHALLENGER,647600.21,603551.38,44048.83,610000.0,11/25/2024,1384 EMPIRE BLVD,APT 501,ROCHESTER,NY,14609,29557.36,7592.85,37150.21,450.0,0.0,0.0,37600.21,0.0,610000.0,0.0,610000.0,0.0,0.0,0.0,0.0,536056.03,0,0.0,67260.0,0.0,0.0,0.0,235.35,0.0,0.0,235.35,0.0,37364.86,536056.03,0.0,0.0,03/01/2024
"HELGELIEN, ELIZABETH NICOLE",REP,CHALLENGER,300804.4,300804.4,0.0,0.0,07/31/2024,11700 W CHARLESTON BLVD,SUITE 170-45,LAS VEGAS,NV,89135,260230.02,23939.15,284169.17,6100.0,0.0,9402.45,299671.62,0.0,848.72,0.0,848.72,284.06,0.0,0.0,0.0,278354.4,0,0.0,0.0,0.0,0.0,0.0,21200.0,0.0,1000.0,22200.0,250.0,277471.62,278070.34,0.0,0.0,01/01/2023
"FREEMAN, SEAN",IND,CHALLENGER,20763.02,20036.99,726.03,0.0,10/16/2024,3569 INGLESIDE RD,1,SHAKER HEIGHTS,OH,44122,9741.67,2133.58,11875.25,0.0,0.0,8310.79,20186.04,0.0,0.0,0.0,0.0,431.98,0.0,0.0,144.64,19322.32,0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,500.0,214.67,19686.4,19105.01,0.0,0.0,02/14/2023
"JEFFRIES, HAKEEM",DEM,INCUMBENT,21831972.52,18057180.1,5991017.53,0.0,10/16/2024,915 FULTON ST.,PO BOX 380438,BROOKLYN,NY,11238,6914916.84,8061700.17,14976617.01,2497751.0,418.49,0.0,17474786.5,4343186.0,0.0,0.0,0.0,6000.02,0.0,0.0,8000.0,12808332.54,0,0.0,0.0,0.0,0.0,0.0,129548.38,0.0,74.46,129622.84,5119224.72,17345163.66,12802332.52,2216225.11,0.0,01/01/2023
