Cand_Name,Cand_Party_Affiliation,Cand_Incumbent_Challenger_Open_Seat,Total_Receipt,Total_Disbursement,Cash_On_Hand_COP,Debt_Owed_By_Committee,Coverage_End_Date,Cand_Street_1,Cand_Street_2,Cand_City,Cand_State,Cand_Zip,Individual_Itemized_Contribution,Individual_Unitemized_Contribution,Individual_Contribution,Other_Committee_Contribution,Party_Committee_Contribution,Cand_Contribution,Total_Contribution,Transfer_From_Other_Auth_Committee,Cand_Loan,Other_Loan,Total_Loan,Offsets_To_Operating_Expenditure,Offsets_To_Fundraising,Offsets_To_Leagal_Accounting,Other_Receipts,Operating_Expenditure,Exempt_Legal_Accounting_Disbursement,Fundraising_Disbursement,Transfer_To_Other_Auth_Committee,Cand_Loan_Repayment,Other_Loan_Repayment,Total_Loan_Repayment,Individual_Refund,Party_Committee_Refund,Other_Committee_Refund,Total_Contribution_Refund,Other_Disbursements,Net_Contribution,Net_Operating_Expenditure,Cash_On_Hand_BOP,Debt_Owe_To_Committee,Coverage_Start_Date
"SCOTT, MICHAEL ERVIN MR.",PPY,CHALLENGER,0,0,0,0,,1725 HARFORD AVE.,,BALTIMORE,MD,21213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"VARGAS, JUAN C.",DEM,INCUMBENT,762503.53,727856.8,254191.05,0,10/16/2024,1171 24TH STREET,,SAN DIEGO,CA,921022008,210652.58,1758.42,212411,548099,0,0,760510,0,0,0,0,0,0,0,1993.53,527014.05,0,0,0,0,0,0,0,0,0,0,200842.75,760510,527014.05,219544.32,0,01/01/2023
"FERRY, CHARLES GRIFFITH MR JR",LIB,CHALLENGER,0,0,500,0,06/30/2023,16 COUNTY ROUTE 23,,CONSTANTIA,NY,13044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,04/01/2023
"DRAVES, MARY F.",UNK,OPEN,628955.79,627270.72,1685.07,287000,09/30/2024,4615 E. PARISH ROAD,,MIDLAND,MI,486429706,274953.71,6379.79,281333.5,44500,0,11602.69,337436.19,4300.53,287000,0,287000,200,0,0,19.07,594278.22,0,0,0,0,0,0,25792.5,0,6700,32492.5,500,304943.69,594078.22,0,0,03/01/2024
"POZZOLO, LUIS",W,,0,0,0,0,03/31/2023,PO BOX 816,,MARICOPA ,AZ,85139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/2023
"MOSS, MARTY",REP,CHALLENGER,0,0,0,0,,708 N UNION ST #2,,KOKOMO,IN,46901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"CABRERA, MING A MR",DEM,OPEN,61522,61522,0,0,09/30/2024,PO BOX 22722,,BILLINGS,MT,59104,48475,10307,58782,0,0,0,58782,0,2740,0,2740,0,0,0,0,16343.76,0,0,0,2740,0,2740,13200,0,0,13200,29238.24,45582,16343.76,0,0,07/01/2023
"NORTON, MIKE",GRE,OPEN,84401.01,84401.01,0,0,09/24/2024,9663 N 117TH ST.,,SCOTTSDALE,AZ,85259,59400,1,59401,25000,0,0,84401,0,0,0,0,0.01,0,0,0,84401.01,0,0,0,0,0,0,0,0,0,0,0,84401,84401,0,0,01/01/2024
"WENDELIN, STEVEN COMMANDER USN, (RET)",DEM,OPEN,31131.48,28399.29,2732.19,0,10/16/2024,P.O. BOX 623,,WARDENSVILLE,WV,26851,21655.68,8758.8,30414.48,400,250,67,31131.48,0,0,0,0,0,0,0,0,28399.29,0,0,0,0,0,0,0,0,0,0,0,31131.48,28399.29,0,0,07/05/2023
"BOWE, LINDSAY",DEM,CHALLENGER,9620,9624,-4,0,07/15/2023,806 DIVISION ST,,PRESCOTT,AZ,86301,3605,820,4425,0,0,1195,5620,0,0,4000,4000,0,0,0,0,2532.33,0,0,0,0,4000,4000,3091.67,0,0,3091.67,0,2528.33,2532.33,0,0,05/18/2023
"ANDERSON, JO",DEM,OPEN,0,0,0,0,,1026 W BERRY ST,,FORT WAYNE,IN,46802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"POPE SR, WAYNE ANTHONY",DEM,CHALLENGER,0,0,0,0,,149 WEST BRIGHTON AVE,,EL CENTRO,CA,92243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"MORAN, CORY",REP,CHALLENGER,0,0,0,0,,2205 11TH ST SW,,GREAT FALLS,MT,59404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"BRANNUM, ROBERT VINSON",DEM,CHALLENGER,0,0,0,0,,158 ADAMS STREET NW,,WASHINGTON,DC,20002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"EVANS, ANTHONY G JR",DEM,CHALLENGER,0,0,0,0,,17713 INGLESIDE,,CLEVELAND,OH,44119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"BEIRNE, MICHAEL",OTH,CHALLENGER,0,0,0,0,,9604 HARVEST KNOLLS WAY,,GAITHERSBURG,MD,20882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"VAZQUES, RICARDO",DEM,OPEN,0,0,0,0,,4230 MAINE AVE,955,BALDWIN PARK,CA,91706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"HOLY, SHELLEY FAYE",REP,CHALLENGER,0,0,0,0,,PO BOX 55,410 C STREET APT #201,RUPERT,ID,83350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"WELTON, CHRISTOPHER JOHN",REP,CHALLENGER,0,0,0,0,,5451 ALMIRA RD NE,,BREMERTON,WA,98311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"STACK, BRIAN PATRICK",REP,CHALLENGER,0,0,0,0,,,,ALEXANDRIA,VA,22309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"CAST, CLIFFORD VANCE DR",LIB,CHALLENGER,50109.55,37862.28,12247.27,0,07/23/2024,6635 E GOLF LINKS RD.,,TUCSON,AZ,85730,0,109.55,109.55,0,0,0,109.55,0,50000,0,50000,0,0,0,0,37862.28,0,0,0,0,0,0,0,0,0,0,0,109.55,37862.28,0,0,01/01/2024
"FOUSHEE, VALERIE",DEM,INCUMBENT,644205.09,690939.75,80976.59,0,10/16/2024,PO BOX 16446,,CHAPEL HILL,NC,27516,217399.1,100584.63,317983.73,319895.11,0,0,637878.84,0,0,0,0,6326.25,0,0,0,465996.39,0,0,172500,0,0,0,2555,0,2000,4555,47888.36,633323.84,459670.14,127711.25,0,01/01/2023
"ROUZER, DAVID",REP,INCUMBENT,1677387.24,1789170.74,1504496.17,0,10/16/2024,PO BOX 3142,,WILMINGTON,NC,284060142,684701.81,13360.2,698062.01,969550,1000,0,1668612.01,7750.02,0,0,0,25.21,0,0,1000,767668.57,0,0,0,0,0,0,1742.17,0,2000,3742.17,1017760,1664869.84,767643.36,1616279.67,0,01/01/2023
"FABBRICATORE, JOHN",REP,CHALLENGER,251017.59,190404.23,60613.36,0,10/16/2024,PO BOX 460834,,AURORA,CO,80046,121944.8,105072.79,227017.59,23000,0,0,250017.59,0,0,0,0,1000,0,0,0,190404.23,0,0,0,0,0,0,0,0,0,0,0,250017.59,189404.23,0,0,10/01/2023
"TUPA, RONALD",OTH,CHALLENGER,36157.44,32469.35,3688.09,839.28,10/16/2024,3710 CANFIELD STREET,#A,BOULDER,CO,80301,13387.44,9770,23157.44,0,0,0,23157.44,0,13000,0,13000,0,0,0,0,19469.35,0,0,0,13000,0,13000,0,0,0,0,0,23157.44,19469.35,0,80.7,07/01/2023
"GOLDSTEIN, MICHAEL",REP,CHALLENGER,148039.22,28823.96,119215.26,76565.27,10/16/2024,C/O RED CURVE SOLUTIONS,138 CONANT STREET SUITE 401,BEVERLY,MA,1915,60353.33,8685.89,69039.22,4000,0,0,73039.22,0,75000,0,75000,0,0,0,0,28823.96,0,0,0,0,0,0,0,0,0,0,0,73039.22,28823.96,0,0,10/01/2023
"A BROWN, MICHAEL",IND,CHALLENGER,32895,25954.92,1057.23,0,10/16/2024,5614 CONNECTICUT AVE NW #211,,WASHINGTON,DC,20015,25350,2345,27695,0,0,5200,32895,0,0,0,0,0,0,0,0,25954.92,0,0,0,0,0,0,0,0,0,0,0,32895,25954.92,0,0,01/01/2024
"LEGER FERNANDEZ, TERESA",DEM,INCUMBENT,2008382.96,1492994.86,548216.12,0,10/16/2024,PO BOX 2675,,SANTA FE,NM,87504,1396226.4,237596.64,1633823.04,326950,53.21,0,1960826.25,38100,0,0,0,9451.87,0,0,4.84,1174222.89,0,0,287214.95,0,0,0,7389.29,0,0,7389.29,24167.73,1953436.96,1164771.02,36320.02,0,01/01/2023
"GARBARINO, ANDREW",REP,INCUMBENT,3669413.74,2223466.24,1743029.3,0,10/16/2024,234 FAIRVIEW AVE,,BAYPORT,VA,11705,974412.15,86943.67,1061355.82,1988400,0,0,3049755.82,484837.37,0,0,0,100285.03,0,0,34535.52,1748774.35,0,0,3916.47,0,0,0,0,0,2500,2500,468275.42,3047255.82,1648489.32,297081.8,0,01/01/2023
"LIPETRI, MIKE",REP,OPEN,818317.7,695702.71,127925.86,25000,10/16/2024,171 WOODWARD PARKWAY,,FARMINGDALE,NY,11735,569147.25,86396.81,655544.06,84450,0,0,739994.06,78323.64,0,0,0,0,0,0,0,692402.71,0,0,0,0,0,0,3300,0,0,3300,0,736694.06,692402.71,5310.87,0,01/01/2023
"DEVOLDER-SANTOS, GEORGE",REP,INCUMBENT,162529.31,191881.81,5555.65,795222.07,10/16/2024,1090 POWERS PLACE,,ALPHARETTA,GA,30009,152998.25,9531.06,162529.31,0,0,0,162529.31,0,0,0,0,0,0,0,0,77481.03,0,0,0,85000,0,85000,29400.78,0,0,29400.78,0,133128.53,77481.03,34908.19,0,01/01/2023
"MALLIOTAKIS, NICOLE",REP,INCUMBENT,3119723.03,1849645.23,1320395.95,0,10/16/2024,36 TRENT STREET,,STATEN ISLAND,NY,10308,1137636.27,325564.22,1463200.49,1160691.12,125,0,2624016.61,434177.31,0,0,0,25998.95,0,0,35530.16,1534180.96,0,0,0,0,0,0,25964.27,0,6000,31964.27,283500,2592052.34,1508182.01,50318.15,0,01/01/2023
"BENTZ, CLIFF",REP,INCUMBENT,1088674.98,559094.44,1201495.3,48100,10/16/2024,660 MORGAN AVENUE,,ONTARIO,OR,97914,484640.84,64515.82,549156.66,534401.79,0,3300,1086858.45,0,0,0,0,1816.53,0,0,0,503525.75,0,0,0,0,0,0,22850,0,5000,27850,27718.69,1059008.45,501709.22,671914.76,0,01/01/2023
"KELLY, GEORGE J JR",REP,INCUMBENT,1622070.19,1337580.12,1183695.99,95000,10/16/2024,239 W PEARL ST,,BUTLER,PA,16001,511898.84,23343.43,535242.27,1085950,0,0,1621192.27,0,0,0,0,877.23,0,0,0.69,745621.79,0,0,0,0,0,0,15178.68,0,3700,18878.68,573079.65,1602313.59,744744.56,899205.92,0,01/01/2023
"JOHNSON, JASON 'MR. J'",UN,OPEN,0,0,0,0,,168 WEST MAIN STREET,UNIT 641,NEW MARKET,MD,21774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"AVION, ORLONDO",DEM,OPEN,0,0,0,0,,417 EAST KIOWA STREET #205,,COLORADO SPRINGS,CO,80903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"FELBER, ERIC",DEM,CHALLENGER,0,0,0,0,,7930 OLD GEORGETOWN ROAD,,BETHESDA,MD,20814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"NAJERA, COURTNEY SIMONE",DEM,OPEN,2566.05,2025.81,540.24,0,03/31/2024,PO BOX 2164,,LOS ANGELES,CA,90078,0,275,275,250,0,2041.05,2566.05,0,0,0,0,0,0,0,0,276.36,0,0,0,0,0,0,0,0,0,0,1749.45,2566.05,276.36,0,0,07/01/2023
"BOHAN, PATRICK",LIB,CHALLENGER,5688,5022,666,0,11/15/2024,PO BOX 331 109 RAVEN WAY,,BUENA VISTA,CO,81211,0,25,25,0,0,5562,5587,0,0,0,0,101,0,0,0,5022,0,0,0,0,0,0,0,0,0,0,0,5587,4921,0,0,09/21/2023
"EBERS, DANIEL",DEM,CHALLENGER,0,0,0,0,,4910 WEST KINGSLEY STREET,,LINCOLN,NE,68524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"JENKINS, MATTHEW",DEM,CHALLENGER,44774.79,50310.47,-2223.77,0,11/25/2024,4 WESTMINSTER DRIVE,,COLTS NECK,NJ,7722,20355.25,24419.54,44774.79,0,0,0,44774.79,0,0,0,0,0,0,0,0,50310.47,0,0,0,0,0,0,0,0,0,0,0,44774.79,50310.47,3311.91,0,01/01/2023
"COESTER, C. MARK MR",REP,CHALLENGER,191333.45,177588.9,-33751.3,54000,11/25/2024,PO BOX 37,,WESTMINSTER,VT,5158,11135,3059.59,14194.59,0,0,63138.86,77333.45,0,114000,0,114000,0,0,0,0,177588.9,0,0,0,0,0,0,0,0,0,0,0,77333.45,177588.9,0,0,04/01/2024
"BOERNER, ERIC JON",REP,CHALLENGER,28757.28,32085.54,0,17900,09/25/2023,PO BOX 2079,,POULSBO,WA,98370,6545,534,7079.22,0,0,7078.06,14157.28,0,14600,0,14600,0,0,0,0,32085.54,0,0,0,0,0,0,0,0,0,0,0,41794.03,74263.44,3328.26,0,01/01/2023
"MCCUISTON, ROBERT",REP,CHALLENGER,0,0,0,0,,812 LINCOLN STREET,,HOLDREGE,NE,68949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"STRONG, COREY O",DEM,CHALLENGER,103823,96307.25,7515.75,5000,07/12/2024,794 NORTH TREZEVANT STREET,,MEMPHIS,TN,38112,79725,19098,98823,0,0,0,98823,0,5000,0,5000,0,0,0,0,96307.25,0,0,0,0,0,0,0,0,0,0,0,98823,96307.25,0,0,01/01/2024
"REED, CHRIS BOB",DEM,CHALLENGER,0,0,0,0,,2636 LARWOOD DRIVE,,CHARLESTON,WV,25302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"DANIELS, PAMELA RENEE MS",DEM,CHALLENGER,0,0,0,0,,113 KENTWOOD BLVD.,,BRICK,NJ,8724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"GELFAT, MARK",DEM,CHALLENGER,0,0,0,0,,2 WYNDHAM LANE,,MANALAPAN,NJ,7726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"TILTON, DAVID M",NON,CHALLENGER,0,0,0,0,,2625 99TH AVE NE,,LAKE STEVENS,WA,98258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"CHEADLE, GREGORY",DEM,CHALLENGER,0,0,0,0,,11161 ANDERSON STREET,UNIT 105,LOMA LINDA,CA,92354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"SAREGA, JOHN",REP,CHALLENGER,0,0,0,0,,10932 VULCAN STREET,,SOUTH GATE,CA,90280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"RASCON, MATTHEW G.",DEM,CHALLENGER,0,0,0,0,,9668 RYDER ROAD,,SANTEE,CA,92071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"SALVESEN, JOHN 'BONGO'",REP,CHALLENGER,0,0,0,0,,',,STONE MOUNTAIN,GA,30083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"OCHOA, ROBERT",REP,CHALLENGER,0,0,0,0,,3141 SOUTH RIDGE POINT DRIVE,,DIAMOND BAR,CA,91765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"PESTA, LORI MARIE",REP,CHALLENGER,0,0,0,0,,',,WOODSTOCK,GA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"BLAND, DEXTER",DEM,OPEN,0,0,0,0,,500 DELAMORE PL,,WILMINGTON,DE,19805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"ORMEROD, DENNY",REP,CHALLENGER,0,0,0,0,,',,LOUISVILLE,KY,40242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"MCGINNIS, MICHAEL",REP,CHALLENGER,0,0,0,0,,',,FORT THOMAS,KY,41075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"KILMER, DEREK",DEM,INCUMBENT,1010180.6,1366526.75,792864.02,0,09/30/2024,PO BOX 1381,,TACOMA,WA,98402,429679.5,66457.06,496136.56,432240,0,0,928376.56,0,0,0,0,81804.04,0,0,0,640491.71,0,0,141300,0,0,0,110847.54,0,54500,165347.54,419387.5,763029.02,558687.67,1149210.17,0,01/01/2023
"PHAM, LONG KIM",REP,OPEN,0,0,0,0,,1529 W. BALBOA BLVD,,NEWPORT BEACH,CA,92663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"FONG, VINCE",REP,INCUMBENT,2218126.1,2124285.25,93840.85,98024.65,10/16/2024,PO BOX 11156,,BAKERSFIELD,CA,93389,1344197.5,29643.14,1373840.64,826840.02,0,0,2200680.66,17445.44,0,0,0,0,0,0,0,2013685.25,0,0,0,0,0,0,5300,0,0,5300,105300,2195380.66,2013685.25,0,0,01/01/2023
"STEINBERGER, ROBERT J",REP,OPEN,48409.25,43227.75,5905.51,17000,10/16/2024,PO BOX 425,,ARNOLD,MD,21012,25418.57,5490.68,30909.25,0,0,0,30909.25,0,17000,0,17000,0,0,0,500,43227.75,0,0,0,0,0,0,0,0,0,0,0,30909.25,43227.75,724.01,0,01/01/2024
"TALKINGTON, MICHELLE",REP,CHALLENGER,18792.15,16744.19,2047.96,4292.78,10/16/2024,555 METRO PLACE NORTH,SUITE 525,DUBLIN,OH,43017,6442.16,3144.5,9586.66,3712.71,0,0,13299.37,0,4292.78,0,4292.78,0,0,0,1200,16744.19,0,0,0,0,0,0,0,0,0,0,0,13299.37,16744.19,0,0,07/01/2023
"VOGEL, JOSEPH",DEM,OPEN,806884.6,806751.47,133.13,19500,10/16/2024,PO BOX 906,,GAITHERSBURG,MD,20884,551363.35,93580.72,644944.07,130050,0,0,774994.07,8221,0,13000,13000,10669.53,0,0,0,754020.47,0,0,0,0,0,0,35931,0,16800,52731,0,722263.07,743350.94,0,0,05/04/2023
"ROSSER, TREMEL MARQUIS",CMD,CHALLENGER,0,0,0,0,,1683 GUTHRIE ST,,"VIRGINIA BEACH ,VA",VA,23464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"HALE, KEVIN",LIB,OPEN,16347.84,16022.4,8831.59,3490,09/30/2024,8323 STRATHMORE DRIVE,,DALLAS,TX,75238,9431,6356.84,15787.84,0,0,0,15787.84,0,560,0,560,0,0,0,0,16022.4,0,0,0,0,0,0,0,0,0,0,0,15787.84,16022.4,8506.15,0,01/01/2023
"ANDREWS, ALISCIA",REP,OPEN,251268.87,356794.34,0,0,09/30/2024,PO BOX 46,,CATHARPIN,VA,20143,41856.86,94571.93,136428.79,5800,0,0,142228.79,108977.31,0,0,0,62.77,0,0,0,349520.3,0,0,0,0,0,0,7039.04,0,0,7039.04,235,135189.75,349457.53,105525.47,0,01/01/2023
"ZAY, ANDREW",REP,OPEN,746827.41,746398.9,428.51,100000,09/30/2024,1891 STULTS ROAD,,HUNTINGTON,IN,46750,533087.68,26236.59,559324.27,86750,0,0,646074.27,0,100000,0,100000,753.14,0,0,0,679898.9,0,0,0,0,0,0,63675,0,2700,66375,125,579699.27,679145.76,0,0,01/01/2023
"CARRILLO JR, FRANCISCO",DEM,CHALLENGER,34034.53,34034.53,0,0,09/30/2023,26820 PINE CANYON RD,,LAKE HUGHES,CA,93532,23765,10269.53,34034.53,0,0,0,34034.53,0,0,0,0,0,0,0,0,33534.53,0,0,0,0,0,0,500,0,0,500,0,33534.53,33534.53,0,0,01/01/2023
"MORCKEL, RICHARD A MR.",GOP,CHALLENGER,3039.28,3039.28,0,0,03/31/2024,246 CLINTON AVE,,AKRON,OH,44301,2569.82,469.46,3039.28,0,0,0,3039.28,0,0,0,0,0,0,0,0,3039.28,0,0,0,0,0,0,0,0,0,0,0,3039.28,3039.28,100,0,07/01/2023
"RODDEN, PAUL DAVID",UC,CHALLENGER,0,0,0,0,,832 51 STREET,,SACRAMENTO,CA,95819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"PELUSI, RALPH ANTHONY",IND,CHALLENGER,0,0,0,0,,1313 COTITA DR,,GAUTIER,MS,39553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"CUTERI, CLAYTON ALEXANDER",OTH,CHALLENGER,6205.88,6205.88,0,0,09/30/2024,22 OXFORD ROAD,,PITTSBURGH,PA,15202,5282,200,5482,0,0,723.88,6205.88,0,0,0,0,0,0,0,0,5482,0,0,0,0,0,0,0,0,0,0,723.88,6205.88,5482,0,0,04/01/2024
"HWANG, THOMAS",REP,OPEN,254000,253584.98,915.02,240000,09/30/2024,300 CHERRY STREET,,WAVERLY,OH,45690,0,0,0,0,0,4000,4000,0,250000,0,250000,0,0,0,0,243084.98,0,0,0,0,0,0,0,0,0,0,10500,4000,243084.98,500,0,01/01/2023
"HAMLEN, WILLIAM P",REP,OPEN,849004.46,842737.34,6267.12,700000,09/30/2024,76 FORT EDDY RD,STE 1,CONCORD,NH,3301,6852.54,1134.02,7986.56,0,0,0,7986.56,132215.9,700000,0,700000,8802,0,0,0,817034.97,0,0,0,0,0,0,0,0,25702.37,25702.37,0,-17715.81,808232.97,0,0,04/01/2024
"LORENZEN, MARK",DEM,CHALLENGER,31932.56,21314.08,10618.48,3500,10/16/2024,10400 CALAVERAS,,WACO,TX,76708,9860,10172.56,20032.56,900,0,7500,28432.56,0,3500,0,3500,0,0,0,0,21249.46,0,0,0,0,0,0,0,0,0,0,64.62,28432.56,21249.46,0,0,12/20/2023
"KALE, ANDREA DORIA",DEM,CHALLENGER,30090.04,26195.05,3516.35,18550,10/16/2024,4239 HOUSTON LANE,,NORTH PORT,FL,34287,10825,4024.14,14849.14,0,7000,40.9,21890.04,0,8200,0,8200,0,0,0,0,24106.36,0,0,0,1500,0,1500,0,0,0,0,588.69,21890.04,24106.36,-378.64,0,01/01/2023
"JEFFERSON, JRMAR",LIB,,0,0,0,0,,6333 E MOCKINGBIRD LANE,SUITE 147,DALLAS,TX,75214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"PETERSON, KAYLEE JADE",DEM,CHALLENGER,171941.96,160896.54,13754.15,0,10/16/2024,5555 W HOMER RD,,EAGLE,ID,83616,125650.77,35710.19,161360.96,4081,3100,3400,171941.96,0,0,0,0,0,0,0,0,157796.54,0,0,0,0,0,0,0,0,3100,3100,0,168841.96,157796.54,2708.74,0,01/01/2023
"RUDOW, CALEB",DEM,CHALLENGER,598219.18,455220.7,142998.48,0,10/16/2024,PO BOX 18475,,ASHEVILLE,NC,28814,369410.86,218273.32,587684.18,6025,0,100,593809.18,0,0,0,0,0,0,0,4410,453045.7,0,0,0,0,0,0,100,0,0,100,2075,593709.18,453045.7,0,0,10/01/2023
"SEWELL, BRIANA",DEM,OPEN,292143.39,292143.39,0,0,07/25/2024,P.O. BOX 2589,,WOODBRIDGE,VA,22195,180750,67943.85,248693.85,27760.43,0,15689.11,292143.39,0,0,0,0,0,0,0,0,278344.64,0,0,0,0,0,0,13548.75,0,250,13798.75,0,278344.64,278344.64,0,0,11/20/2023
"BALEKIAN, ALEX ARTO",REP,OPEN,414870.85,319643.58,95227.27,38434.12,09/30/2024,1146 N CENTRAL AVE,#335,GLENDALE,CA,91202,364120.99,17565.89,381686.88,2749,0,5.52,384441.4,0,30100,0,30100,0,0,0,329.45,318954.53,0,0,0,0,0,0,689.05,0,0,689.05,0,383752.35,318954.53,0,0,04/01/2023
"NEELEY, SHELDON",DEM,OPEN,26935,26216.14,718.86,0,09/30/2024,2305 BEGOLE,,FLINT,MI,48504,26935,0,26935,0,0,0,26935,0,0,0,0,0,0,0,0,26216.14,0,0,0,0,0,0,0,0,0,0,0,26935,26216.14,0,0,01/01/2024
"BENJAMIN, LEON MR. SR.",REP,OPEN,127170.71,163535.32,0,0,12/31/2023,5941 SAINT MORITZ DRIVE,,RICHMOND,VA,23224,88570,36686.56,125256.56,1875,0,0,127131.56,0,0,0,0,39.15,0,0,0,163535.32,0,0,0,0,0,0,0,0,0,0,0,127131.56,163496.17,36364.61,0,01/01/2023
"QUINTANILLA, CARLOS",DEM,CHALLENGER,0,0,0,0,,421 S DWIGHT AVE,,DALLAS,TX,75211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"JEFFERSON, THOMAS MR.",OTH,CHALLENGER,0,0,0,0,,931 THOMAS JEFFERSON PKWY,,CHARLOTTESVILLE,VA,22902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"WHITLEY, DAVID VANN MR",LIB,OPEN,9900,9900,0,0,10/21/2024,15811 ROAD Z,PO BOX 337,YELLOW JACKET,CO,81335,9900,0,9900,0,0,0,9900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9900,9900,0,0,0,01/01/2024
"GOSAR, PAUL DR.",REP,INCUMBENT,426442.16,461503.33,76373.27,774.08,10/16/2024,PO BOX 2967,,PRESCOTT,AZ,86302,333875.58,49915.22,383790.8,31400,0,0,415190.8,535.87,0,0,0,250,0,0,10465.49,432196.29,0,0,6000,0,0,0,16771.17,0,535.87,17307.04,6000,397883.76,431946.29,107638.78,0,01/01/2023
